href,viewpoint,gmap_location,LOCATION_URL,RQ_URL,GPS_coordinates,coder
https://www.taiwan.net.tw/m1.aspx?sNo=0001016&id=606,北關海潮公園,北關海潮公園,"https://www.google.com.tw/maps/place/%E5%8C%97%E9%97%9C%E6%B5%B7%E6%BD%AE%E5%85%AC%E5%9C%92/@24.9125605,121.875045,17z/data=!3m1!4b1!4m6!3m5!1s0x345d589f7601be7b:0x799321650f145fbe!8m2!3d24.9125557!4d121.8776253!16s%2Fg%2F11h11_1f_?entry=ttu&g_ep=EgoyMDI1MDIxMS4wIKXMDSoASAFQAw%3D%3D",https://www.google.com/maps/rpc/listugcposts?authuser=0&hl=zh-TW&gl=tw&pb=!1m6!1s0x345d589f7601be7b%3A0x799321650f145fbe!6m4!4m1!1e1!4m1!1e3!2m2!1i10!2s!5m2!1sMCmiZ4CvIOTH1e8P3Z_CqAI!7e81!8m9!2b1!3b1!5b1!7b1!12m4!1b1!2b1!4m1!1e1!11m0!13m1!1e2,"24.9125605,121.875045",孟儒
https://www.taiwan.net.tw/m1.aspx?sNo=0001016&id=7927,台北101,台北101購物中心,"https://www.google.com.tw/maps/place/%E5%8F%B0%E5%8C%97101%E8%B3%BC%E7%89%A9%E4%B8%AD%E5%BF%83/@25.034127,121.5614409,17z/data=!3m1!4b1!4m6!3m5!1s0x3442abb6da80a7ad:0xacc4d11dc963103c!8m2!3d25.0341222!4d121.5640212!16s%2Fg%2F11fx91ft3n?entry=ttu&g_ep=EgoyMDI1MDIxMS4wIKXMDSoASAFQAw%3D%3D",https://www.google.com/maps/rpc/listugcposts?authuser=0&hl=zh-TW&gl=tw&pb=!1m6!1s0x3442abb6da80a7ad%3A0xacc4d11dc963103c!6m4!4m1!1e1!4m1!1e3!2m2!1i10!2s!5m2!1s8aqlZ8L3JLmQvr0Pt57y2A0!7e81!8m9!2b1!3b1!5b1!7b1!12m4!1b1!2b1!4m1!1e1!11m0!13m1!1e2,"25.034127,121.5614409",孟儒
https://www.taiwan.net.tw/m1.aspx?sNo=0001016&id=230,臺北市立動物園,臺北市立動物園,"https://www.google.com.tw/maps/place/%E8%87%BA%E5%8C%97%E5%B8%82%E7%AB%8B%E5%8B%95%E7%89%A9%E5%9C%92/@24.9985635,121.5809857,17z/data=!3m1!4b1!4m6!3m5!1s0x3442aa604a32818f:0xaafe06fd09b4d766!8m2!3d24.9985635!4d121.5809857!16zL20vMGJyNTY3?authuser=0&hl=zh-TW&entry=ttu&g_ep=EgoyMDI1MDIxMS4wIKXMDSoASAFQAw%3D%3D",https://www.google.com.tw/maps/rpc/listugcposts?authuser=0&hl=zh-TW&gl=tw&pb=!1m6!1s0x3442aa604a32818f%3A0xaafe06fd09b4d766!6m4!4m1!1e1!4m1!1e3!2m2!1i10!2s!5m2!1s2sWuZ8TzLoPk1e8PxJf0yQs!7e81!8m9!2b1!3b1!5b1!7b1!12m4!1b1!2b1!4m1!1e1!11m0!13m1!1e2,"24.9985635,121.5809857",孟儒
https://www.taiwan.net.tw/m1.aspx?sNo=0001016&id=A12-00430,日月潭伊達邵碼頭,伊達邵商店街,"https://www.google.com.tw/maps/place/%E4%BC%8A%E9%81%94%E9%82%B5%E5%95%86%E5%BA%97%E8%A1%97/@23.847949,120.9262529,17z/data=!3m1!4b1!4m6!3m5!1s0x3468d5deaaaaaaab:0x883576fbfb5e7f41!8m2!3d23.8479442!4d120.9311185!16s%2Fg%2F1tk1kqxb?entry=ttu&g_ep=EgoyMDI1MDIxMS4wIKXMDSoASAFQAw%3D%3D",https://www.google.com.tw/maps/rpc/listugcposts?authuser=0&hl=zh-TW&gl=tw&pb=!1m6!1s0x3468d5deaaaaaaab%3A0x883576fbfb5e7f41!6m4!4m1!1e1!4m1!1e3!2m2!1i10!2s!5m2!1sK8uoZ4KhO-Kovr0P_aCfsAM!7e81!8m9!2b1!3b1!5b1!7b1!12m4!1b1!2b1!4m1!1e1!11m0!13m1!1e2,"23.8479442,120.9311185",孟儒
https://www.taiwan.net.tw/m1.aspx?sNo=0001016&id=10595,行天宮,行天宮,"https://www.google.com.tw/maps/place/%E8%A1%8C%E5%A4%A9%E5%AE%AE/@25.0628658,121.5338733,17z/data=!3m1!4b1!4m6!3m5!1s0x3442a959a9ce781b:0xb0c2ef0be716c094!8m2!3d25.0628658!4d121.5338733!16s%2Fm%2F03gw9cc?authuser=0&hl=zh-TW&entry=ttu&g_ep=EgoyMDI1MDIxMS4wIKXMDSoASAFQAw%3D%3D",https://www.google.com.tw/maps/rpc/listugcposts?authuser=0&hl=zh-TW&gl=tw&pb=!1m6!1s0x3442a959a9ce781b%3A0xb0c2ef0be716c094!6m4!4m1!1e1!4m1!1e3!2m2!1i10!2s!5m2!1s8MWuZ8SeDeyjvr0P8rT2uAs!7e81!8m9!2b1!3b1!5b1!7b1!12m4!1b1!2b1!4m1!1e1!11m0!13m1!1e2,"25.0628658,121.5338733",孟儒
https://www.taiwan.net.tw/m1.aspx?sNo=0001016&id=2254,西門町商圈,西門紅樓,"https://www.google.com.tw/maps/place/%E8%A5%BF%E9%96%80%E7%B4%85%E6%A8%93/@25.0420139,121.5068592,17z/data=!3m1!4b1!4m6!3m5!1s0x3442a909a4acec8b:0x7c34275cfedcc1c5!8m2!3d25.0420139!4d121.5068592!16s%2Fm%2F02qfxx9?authuser=0&hl=zh-TW&entry=ttu&g_ep=EgoyMDI1MDIxMS4wIKXMDSoASAFQAw%3D%3D",https://www.google.com.tw/maps/rpc/listugcposts?authuser=0&hl=zh-TW&gl=tw&pb=!1m6!1s0x3442a909a4acec8b%3A0x7c34275cfedcc1c5!6m4!4m1!1e1!4m1!1e3!2m2!1i10!2s!5m2!1s-8WuZ4LzEaiMvr0PoPWSsAk!7e81!8m9!2b1!3b1!5b1!7b1!12m4!1b1!2b1!4m1!1e1!11m0!13m1!1e2,"25.0420139,121.5068592",孟儒
https://www.taiwan.net.tw/m1.aspx?sNo=0001016&id=7387,西門紅樓,,,,,孟儒
https://www.taiwan.net.tw/m1.aspx?sNo=0001016&id=635,和平島公園,和平島地質公園 Heping Island GeoPark,"https://www.google.com.tw/maps/place/%E5%92%8C%E5%B9%B3%E5%B3%B6%E5%9C%B0%E8%B3%AA%E5%85%AC%E5%9C%92+Heping+Island+GeoPark/@25.1617376,121.7644664,17z/data=!3m1!4b1!4m6!3m5!1s0x345d4ee2add3d0bf:0xb2a6e84801d59973!8m2!3d25.1617376!4d121.7644664!16s%2Fm%2F0113xfl2?authuser=0&hl=zh-TW&entry=ttu&g_ep=EgoyMDI1MDIxMS4wIKXMDSoASAFQAw%3D%3D",https://www.google.com.tw/maps/rpc/listugcposts?authuser=0&hl=zh-TW&gl=tw&pb=!1m6!1s0x345d4ee2add3d0bf%3A0xb2a6e84801d59973!6m4!4m1!1e1!4m1!1e3!2m2!1i10!2s!5m2!1sCcauZ92TOeC6vr0PnuLPiQo!7e81!8m9!2b1!3b1!5b1!7b1!12m4!1b1!2b1!4m1!1e1!11m0!13m1!1e2,"25.1617376,121.7644664",孟儒
https://www.taiwan.net.tw/m1.aspx?sNo=0001016&id=A12-00223,松山文創園區,松山文創園區,"https://www.google.com.tw/maps/place/%E6%9D%BE%E5%B1%B1%E6%96%87%E5%89%B5%E5%9C%92%E5%8D%80/@25.0438366,121.5606383,17z/data=!4m6!3m5!1s0x3442abbf23ce4b3b:0xc82b0f87ff7df9dc!8m2!3d25.0438366!4d121.5606383!16s%2Fm%2F0wy6b4b?authuser=0&hl=zh-TW&entry=ttu&g_ep=EgoyMDI1MDIxMS4wIKXMDSoASAFQAw%3D%3D",https://www.google.com.tw/maps/rpc/listugcposts?authuser=0&hl=zh-TW&gl=tw&pb=!1m6!1s0x3442abbf23ce4b3b%3A0xc82b0f87ff7df9dc!6m4!4m1!1e1!4m1!1e3!2m2!1i10!2s!5m2!1sFMauZ7O-K_fV1e8P0b7S2QI!7e81!8m9!2b1!3b1!5b1!7b1!12m4!1b1!2b1!4m1!1e1!11m0!13m1!1e2,"25.0438366,121.5606383",孟儒
https://www.taiwan.net.tw/m1.aspx?sNo=0001016&id=10593,建國假日花市、玉市,建國假日花市,"https://www.google.com.tw/maps/place/%E5%BB%BA%E5%9C%8B%E5%81%87%E6%97%A5%E8%8A%B1%E5%B8%82/@25.0377721,121.53791,17z/data=!3m1!4b1!4m6!3m5!1s0x3442abd5ee3632cb:0x7098415b96bdb5e4!8m2!3d25.0377721!4d121.53791!16s%2Fg%2F155qb3d7?authuser=0&hl=zh-TW&entry=ttu&g_ep=EgoyMDI1MDIxMS4wIKXMDSoASAFQAw%3D%3D",https://www.google.com.tw/maps/rpc/listugcposts?authuser=0&hl=zh-TW&gl=tw&pb=!1m6!1s0x3442abd5ee3632cb%3A0x7098415b96bdb5e4!6m4!4m1!1e1!4m1!1e3!2m2!1i10!2s!5m2!1sH8auZ5DeD_HR1e8P8fXc0AU!7e81!8m9!2b1!3b1!5b1!7b1!12m4!1b1!2b1!4m1!1e1!11m0!13m1!1e2,"25.0377721,121.53791",孟儒
https://www.taiwan.net.tw/m1.aspx?sNo=0001016&id=10207,美麗華百樂園,美麗華百樂園摩天輪,"https://www.google.com.tw/maps/place/%E7%BE%8E%E9%BA%97%E8%8F%AF%E7%99%BE%E6%A8%82%E5%9C%92%E6%91%A9%E5%A4%A9%E8%BC%AA/@25.0829319,121.5577484,17z/data=!4m6!3m5!1s0x3442ac12f6cf7d73:0x4d733f290725ce21!8m2!3d25.0829319!4d121.5577484!16zL20vMGYzcTRr?authuser=0&hl=zh-TW&entry=ttu&g_ep=EgoyMDI1MDIxMS4wIKXMDSoASAFQAw%3D%3D",https://www.google.com.tw/maps/rpc/listugcposts?authuser=0&hl=zh-TW&gl=tw&pb=!1m6!1s0x3442ac12f6cf7d73%3A0x4d733f290725ce21!6m4!4m1!1e1!4m1!1e3!2m2!1i10!2s!5m2!1sKcauZ-O2J93Q1e8P1Ma34Aw!7e81!8m9!2b1!3b1!5b1!7b1!12m4!1b1!2b1!4m1!1e1!11m0!13m1!1e2,"25.0829319,121.5577484",孟儒
https://www.taiwan.net.tw/m1.aspx?sNo=0001016&id=R108,迪化街-年貨大街,,,,,孟儒
https://www.taiwan.net.tw/m1.aspx?sNo=0001016&id=8561,烏來,,,,,孟儒
https://www.taiwan.net.tw/m1.aspx?sNo=0001016&id=12514,草悟道,勤美誠品綠園道,"https://www.google.com.tw/maps/place/%E5%8B%A4%E7%BE%8E%E8%AA%A0%E5%93%81%E7%B6%A0%E5%9C%92%E9%81%93/@24.1513049,120.6640025,17z/data=!4m6!3m5!1s0x34693d9dd9fe0011:0x6f9d8ebd38727566!8m2!3d24.1513049!4d120.6640025!16s%2Fg%2F1n36gd45g?authuser=0&hl=zh-TW&entry=ttu&g_ep=EgoyMDI1MDIxMS4wIKXMDSoASAFQAw%3D%3D",https://www.google.com.tw/maps/rpc/listugcposts?authuser=0&hl=zh-TW&gl=tw&pb=!1m6!1s0x34693d9dd9fe0011%3A0x6f9d8ebd38727566!6m4!4m1!1e1!4m1!1e3!2m2!1i10!2s!5m2!1sO8auZ-OaLdOBvr0PxZmAgQc!7e81!8m9!2b1!3b1!5b1!7b1!12m4!1b1!2b1!4m1!1e1!11m0!13m1!1e2,"24.1513049,120.6640025",孟儒
https://www.taiwan.net.tw/m1.aspx?sNo=0001016&id=R117,高美濕地,,,,,孟儒
https://www.taiwan.net.tw/m1.aspx?sNo=0001016&id=9508,臺北忠烈祠,,,,,孟儒
https://www.taiwan.net.tw/m1.aspx?sNo=0001016&id=74,國立故宮博物院,國立故宮博物院,"https://www.google.com.tw/maps/place/%E5%9C%8B%E7%AB%8B%E6%95%85%E5%AE%AE%E5%8D%9A%E7%89%A9%E9%99%A2/@25.1023554,121.5484925,17z/data=!4m6!3m5!1s0x3442ac3acd404a7d:0x5d6d7018397a09c1!8m2!3d25.1023554!4d121.5484925!16zL20vMGhod2w?authuser=0&hl=zh-TW&entry=ttu&g_ep=EgoyMDI1MDIxMS4wIKXMDSoASAFQAw%3D%3D",https://www.google.com.tw/maps/rpc/listugcposts?authuser=0&hl=zh-TW&gl=tw&pb=!1m6!1s0x3442ac3acd404a7d%3A0x5d6d7018397a09c1!6m4!4m1!1e1!4m1!1e3!2m2!1i10!2s!5m2!1sTcauZ_ysOr_21e8P0vPLwQQ!7e81!8m9!2b1!3b1!5b1!7b1!12m4!1b1!2b1!4m1!1e1!11m0!13m1!1e2,"25.1023554,121.5484925",孟儒
https://www.taiwan.net.tw/m1.aspx?sNo=0001016&id=A12-00221,國立海洋科技博物館,國立海洋科技博物館,"https://www.google.com.tw/maps/place/%E5%9C%8B%E7%AB%8B%E6%B5%B7%E6%B4%8B%E7%A7%91%E6%8A%80%E5%8D%9A%E7%89%A9%E9%A4%A8/@25.140573,121.7979733,17z/data=!4m6!3m5!1s0x345d4f7807d7ab5d:0xe005c55719594f84!8m2!3d25.1400236!4d121.7985672!16s%2Fm%2F0wxrnkc?authuser=0&hl=zh-TW&entry=ttu&g_ep=EgoyMDI1MDIxMS4wIKXMDSoASAFQAw%3D%3D",https://www.google.com.tw/maps/rpc/listugcposts?authuser=0&hl=zh-TW&gl=tw&pb=!1m6!1s0x345d4f7807d7ab5d%3A0xe005c55719594f84!6m4!4m1!1e1!4m1!1e3!2m2!1i10!2s!5m2!1sWMauZ6DVHbWXvr0Pm7S4gAQ!7e81!8m9!2b1!3b1!5b1!7b1!12m4!1b1!2b1!4m1!1e1!11m0!13m1!1e2,"25.140573,121.7979733",孟儒
https://www.taiwan.net.tw/m1.aspx?sNo=0001016&id=C100_32,國立臺灣博物館,,,,,孟儒
https://www.taiwan.net.tw/m1.aspx?sNo=0001016&id=298,基隆市廟口小吃,天一香肉焿順,"https://www.google.com.tw/maps/place/%E5%A4%A9%E4%B8%80%E9%A6%99%E8%82%89%E7%84%BF%E9%A0%86/@25.1283219,121.7432051,17z/data=!3m1!4b1!4m6!3m5!1s0x345d4e3e19dd262b:0x5978419f31c63a2a!8m2!3d25.1283219!4d121.7432051!16s%2Fg%2F1tfjyll9?authuser=0&hl=zh-TW&entry=ttu&g_ep=EgoyMDI1MDIxMS4wIKXMDSoASAFQAw%3D%3D",https://www.google.com.tw/maps/rpc/listugcposts?authuser=0&hl=zh-TW&gl=tw&pb=!1m6!1s0x345d4e3e19dd262b%3A0x5978419f31c63a2a!6m4!4m1!1e1!4m1!1e3!2m2!1i10!2s!5m2!1sZ8auZ7WhF8C5vr0Pl-WP6AU!7e81!8m9!2b1!3b1!5b1!7b1!12m4!1b1!2b1!4m1!1e1!11m0!13m1!1e2,"25.1283219,121.7432051",孟儒
https://www.taiwan.net.tw/m1.aspx?sNo=0001016&id=A12-00236,彩虹村,,,,,孟儒
https://www.taiwan.net.tw/m1.aspx?sNo=0001016&id=A12-00267,深坑老街,深坑老街,"https://www.google.com.tw/maps/place/%E6%B7%B1%E5%9D%91%E8%80%81%E8%A1%97/@25.0016916,121.6147377,17z/data=!4m6!3m5!1s0x3442aac459f59e5f:0xabc2e9c435c6bdfd!8m2!3d25.0016916!4d121.6147377!16s%2Fg%2F1tnk_2kn?authuser=0&hl=zh-TW&entry=ttu&g_ep=EgoyMDI1MDIxMS4wIKXMDSoASAFQAw%3D%3D",https://www.google.com.tw/maps/rpc/listugcposts?authuser=0&hl=zh-TW&gl=tw&pb=!1m6!1s0x3442aac459f59e5f%3A0xabc2e9c435c6bdfd!6m4!4m1!1e1!4m1!1e3!2m2!1i10!2s!5m2!1sdsauZ-m6GPa2vr0P8MHHuAQ!7e81!8m9!2b1!3b1!5b1!7b1!12m4!1b1!2b1!4m1!1e1!11m0!13m1!1e2,"25.0016916,121.6147377",孟儒
https://www.taiwan.net.tw/m1.aspx?sNo=0001016&id=A12-00252,華山1914文化創意產業園區,,,,,孟儒
https://www.taiwan.net.tw/m1.aspx?sNo=0001016&id=8560,黃金博物館,新北市立黃金博物館,"https://www.google.com.tw/maps/place/%E6%96%B0%E5%8C%97%E5%B8%82%E7%AB%8B%E9%BB%83%E9%87%91%E5%8D%9A%E7%89%A9%E9%A4%A8/@25.1075766,121.8579521,17z/data=!3m1!4b1!4m6!3m5!1s0x345d451e2a77aef7:0xf079d1cfca8d55d5!8m2!3d25.1061358!4d121.8596365!16s%2Fm%2F0w3302w?authuser=0&hl=zh-TW&entry=ttu&g_ep=EgoyMDI1MDIxMS4wIKXMDSoASAFQAw%3D%3D",https://www.google.com.tw/maps/rpc/listugcposts?authuser=0&hl=zh-TW&gl=tw&pb=!1m6!1s0x345d451e2a77aef7%3A0xf079d1cfca8d55d5!6m4!4m1!1e1!4m1!1e3!2m2!1i10!2s!5m2!1shcauZ5j4OPLY1e8P9vmF0Q0!7e81!8m9!2b1!3b1!5b1!7b1!12m4!1b1!2b1!4m1!1e1!11m0!13m1!1e2,"25.1075766,121.8579521",孟儒
https://www.taiwan.net.tw/m1.aspx?sNo=0001016&id=9227,鶯歌陶瓷博物館,,,,,孟儒
https://www.taiwan.net.tw/m1.aspx?sNo=0001016&id=2187,碧潭風景區,碧潭風景區,"https://www.google.com.tw/maps/place/%E7%A2%A7%E6%BD%AD%E9%A2%A8%E6%99%AF%E5%8D%80/@24.9562098,121.5359864,17z/data=!4m6!3m5!1s0x3468018789e88f2d:0x99c5d97207d24208!8m2!3d24.9559849!4d121.5365043!16zL20vMGM3a2xj?authuser=0&hl=zh-TW&entry=ttu&g_ep=EgoyMDI1MDIxMS4wIKXMDSoASAFQAw%3D%3D",https://www.google.com.tw/maps/rpc/listugcposts?authuser=0&hl=zh-TW&gl=tw&pb=!1m6!1s0x3468018789e88f2d%3A0x99c5d97207d24208!6m4!4m1!1e1!4m1!1e3!2m2!1i10!2s!5m2!1slMauZ763NbHK1e8Ps4Sz8Q4!7e81!8m9!2b1!3b1!5b1!7b1!12m4!1b1!2b1!4m1!1e1!11m0!13m1!1e2,"24.9562098,121.5359864",孟儒
https://www.taiwan.net.tw/m1.aspx?sNo=0001016&id=10528,臺北小巨蛋,,,,,孟儒
