reviewer_name,rating,review_time,content
未知,0,未知,應小孩要求，終於帶他來89樓觀景台。從5樓排隊上89樓，電梯很快，很有趣。89樓剛好有大谷翔平的特展，可以看到大谷翔平第50次全壘打棒球。小孩在樓上很開心，買了很多紀念品。也在Kafe D 喝了杯咖啡和買了個年輪夾心蛋糕，蠻推薦的。除了景觀，還有很多裝置藝術可以拍照，蓋印章。 可以走到91樓戶外觀景台，可惜今天下雨，不能出去戶外。我們大概在上面停留1.5小時，再排隊搭電梯下來。
未知,0,未知,今天終於來到了期待已久的台北101觀景台！一進入大樓，搭乘超快速電梯直達89樓，耳朵因為氣壓變化而微微作響，但興奮感完全掩蓋了不適。電梯僅需短短幾十秒，就把我們帶到了台北的制高點。觀景台的視野真是壯觀，整個台北市盡收眼底！白天可以清楚看到淡水河、陽明山、象山等地標，晚上則是燈火通明、浪漫非常。 …
未知,0,未知,"我們去的時候天氣陰天正下著綿綿細雨，
當時在1樓排隊時非常期待❤️
搭乘電梯的時候也很酷很好玩（算是特別的體驗），但是一到89樓竟然整層是霧的， …"
未知,0,未知,今天帶家人一起上來101的觀景台 真的非常壯觀 但因為是下午來的 市景就普通普通的 但是如果晚上來的話看夜景一定是更不錯的 建議晚上的場次要提早買票 下午兩點多去的時候 晚上場次的票都已經賣完了
未知,0,未知,"夢想高飛特展
大谷翔平50轟⚾️
讓大家見證實力 …"
未知,0,未知,要到89F觀景台建議網路先買電子票比較便宜，現場成人票420元/人，6歲以下免費。可以先自備飲品或食物，觀景台區域內販售的都貴滿多，票券附送的折價券折抵後也是貴。 …
未知,0,未知,89觀景票券第三方買366元，逛了一小時，有伴手禮禮品店還有美食。 風景拍照很美，值得
未知,0,未知,上去觀景台的話記得買票，個人認為一生至少要上去看一次
未知,0,未知,"終於來到台灣第一高樓
在觀景台可從不同角度觀賞台北都景
天氣好的時候 景色非常美麗 …"
未知,0,未知,首次上89樓看風景比想像中的更壯觀，可以鳥瞰整個台北市的景色和地標，樓層的造景也滿漂亮的，有許多適合拍照的造景，另外可以看阻尼球，其他更高樓層就要再另外收費，雖然門票有點貴，但跟國際知名地標比起來也差不多，撇除門票有點貴之外，上來拍拍照欣賞一下景色還不錯。
未知,0,未知,"風景水 视野讚
塔上銀河電梯緩緩上昇看著
指示燈塔顯示樓層高度真是開心 …"
未知,0,未知,來台北一定不能錯過的觀光景點，工作人員服務非常專業，對於坐輪椅的遊客十分友善貼心，如果可以的話，建議黃昏時段前往，這樣就可以同時觀賞到日落及夜景，5樓入口處的冰淇淋也很推薦。
未知,0,未知,"Only TAIPEI 101!
位於臺北市信義區，地上101層、地下5層，設有購物中心「TAIPEI 101 MALL」。目前是臺灣第一高樓。
曾有世界最快速的電梯，世界最重、最大的風阻尼球，可透過擺動來減緩因強風造成建築物的晃動，是非常受歡迎的參觀景點還與日本三麗鷗合作創造了一系紀念品。 …"
未知,0,未知,今天剛好中華隊明信片發行日，同時上101觀景台參觀大谷50／50的球及合照中華隊簽名球衣o(≧v≦)o
未知,0,未知,搭乘電梯上觀景台，服務人員態度很好，景色優美，只可惜物價很高。要吃東西還是到地下美食街，不適合在觀景樓吃東西，很傷荷包…哈😄 …
未知,0,未知,"第一次到台灣最高的樓層
5樓購票要出示證件
國人$420外國人$600 …"
未知,0,未知,上次來印象中是剛蓋好開放沒多久的時候，回想已經十幾年了，這天下雨但景還是一如既往
未知,0,未知,"嗯離天空很近、離地面很遠
但實則是在怎麼高也碰不到天空
即使後來做出了哈里發塔跟其他摩天大樓 …"
未知,0,未知,初登101 #觀景台 #91樓 #風景很好 #東西很貴 #風阻尼器 #金有錢 #紅金寶 #學生票300 #成人票420 #101會員打九折
未知,0,未知,"📆Oct 2024
難得進來101逛到售票層 同行者沒興趣上去觀景 於是售票層逛逛也挺新鮮的 …"
未知,0,未知,網路購票和現場費用一樣，周末上午人較少，中午後人多，如果可以可先查好天氣再前往。
未知,0,未知,"從買票無論是現場，或是網路買票到進去的動線都還算可以，但問題是電梯上去還算可以雖然只有一台，但是真的是整很久，這以觀光客來說根本就會覺得台灣太遜太弱了，

重點是最瞎的事，要去91樓以上的戶外，居然要觀光客爬了好幾層樓梯，而且樓梯這麼抖， …"
未知,0,未知,台北101大樓，是台灣最高樓的觀景臺，可眺望4面之台北盆地美景，由5樓的購票大廳進入，本國國民票價為420元/人，外國人全票600元/人，學生票、敬老票300元/人需出示證件，現場購票會隨票贈送一份郭元益小點心兌換券 ，點心可以至B1美食街兌換.
未知,0,未知,第一次去觀景台，坐到101樓，覺得其實花錢買票到89樓就好，視野好，拍照也拍不完，還是很值得上來一次就可以了😌 …
未知,0,未知,台北101，台灣第一高樓的觀景臺，可眺望4面之台北盆地美景 由5樓購票大廳進入，2024/08造訪本國國民票價已漲到420元/人，目前線上平台或現場購票都會隨票贈送一份郭元益小點心兌換券 & 白水豆花50元折價券~ …
未知,0,未知,"第二次來台北101了，距離上次來已經是五年前，但整體還是一樣的。

這次沒有很多雲，相對起來很好拍！ …"
未知,0,未知,"環島之旅-第8天-台北101
2024/7/16
以為只是單純有玻璃窗 …"
未知,0,未知,第N次登上101景觀台～ 雖然這次下雨🥹，但我們一樣在上面玩的很開心！ …
未知,0,未知,"臺灣最高
樓 值得體驗一下
#平日能直接購票上樓 …"
未知,0,未知,天氣好上來的景色真的很棒，平日來可能「比較」少人
未知,0,未知,"（#101觀景台是台灣國際的地方，#請台灣人要排隊，#不要丟台灣人的面子裏子不要打架鬧事），#（盡可能把時間點規劃一下，現場櫃台多，縮短時間，買票大約30分鐘排隊，週六日買票完大約2小時以上），#（搭電梯上89樓,回程也是需排隊2小時以上“週末假日人潮湧現，但大家很守秩序”不要白目插隊”）、#（89樓有廁所，請排隊有多數拍照打卡的大地方，是國際觀光景點）#（上面有咖啡廳，101販賣部有賣冰淇淋，飲料店，咖啡甜點店）"
未知,0,未知,很值得推薦的好地方！好美的夜景令人心醉！現場買票出示證件國人還有優惠呢！服務人員態度都很棒，指引也都很清楚。裡面的場佈張張都很出片，有夢幻的月亮樹藤造景，好可惜去的時間太晚了，否則還可以多停留一兩個小時。
未知,0,未知,"晚上來會很漂亮～
但白天有白天的味道
很多外國觀光客
平日來比較適合😊 …"
未知,0,未知,售票處設在五樓，有多個窗口可以辦理售票，建議提前預約可以結省時間，觀景台同樓層有販售飲料咖啡豆花還有多種紀念品，建議傍晚時分抵達可以看落日以及夜景，一舉數得。
未知,0,未知,"今天早上我跟哥哥一起當同學了
我們兩個一起職訓局的課
哥哥是錄取的最後一個 …"
未知,0,未知,"平日與朋友一起來參觀，還好是預現在網路平台購票的，現場看排隊買票的人非常多。
再來就是排隊等電梯去參觀樓層，等待時間也不會太久，只是工作人員都會想辦法讓電梯擠滿趕快消化人潮，但對我們觀光的人就有點感受不好，電梯內很擁擠都沒辦法好好欣賞高速電梯內的燈光效果。 …"
未知,0,未知,"台灣最高大樓，登高一望，把台北市景盡數收入眼中。
與過往相比，多了更多網美拍照點，此外，更開放了101樓供民眾加價參訪，十分推薦。"
未知,0,未知,已經預先在KKday購買電子門票，買的是89F+101F觀景台門票，到五樓換門票很快速…雖然是平日去的，但是因為是暑假的關係，越晚人越多，原本以為只是帶小孩上去晃一圈很快就結束了，實際上去後因為天氣很好，所以看到的景色超級清楚的，清楚到往下看時都覺得腳麻麻的😂而且在各個角落還有很多藝術裝置可以拍照，雖然門票不便宜，但很值得一看，有機會會想要在晚上上去看看不同的景色 …
未知,0,未知,"假日現場排隊稍等了一下
會有很多折價折可拿
因為在89樓，賣吃的價格很89 …"
未知,0,未知,國際知名景點，帶小孩來看看教科書上面的景點，不要讓下一代國外比國內還要熟
未知,0,未知,可以遠眺台北市全貌，非常值得參觀
未知,0,未知,"這次KKday 剛好有活動，買了89+101層的成人套票，小孩也是買套票，會比現場買兒童票還便宜，折下來每人620元左右，還有贈送郭元益的造型綠豆糕，實品比預期的好吃又可愛。
101層有限時1小時，建議提早排隊入場，可以帶小點心上去邊看風景邊享用，是蠻不錯的回憶。 …"
未知,0,未知,"當踏進台北101的觀景台
仿佛進入了一個全新的世界
站在這座城市的最高點 …"
未知,0,未知,外地人一生可來一次的旅行經驗，台北市的景色一覽無遺，89樓景觀設計十分精緻與101樓相差不多，但若有餘裕推薦可多花點錢，上101樓層感受一下身處台北建築最高的風景。
未知,0,未知,"未來盼望門  為ooo打開了
你們要不要換成靠窗的位置~20：⁵4 （我們的聲音你聽見了，也想辦法達成） …"
未知,0,未知,"112/9/19（二）造訪
整理照片時才想到應該來評論一下！
✅票價： …"
未知,0,未知,一樓有一些裝置藝術，但人很多，只有路過
未知,0,未知,趁著這次到台北，登上台灣最高樓的觀景台，跟著觀光客感受相同的興奮與雀躍，另外也見到了巨大的阻尼球，真是百聞不如一見~~~
